Username,Like_Count,Created_At,Comment
iam_aishmehrotra,0,2024-10-05 12:31:39,😍😍😍😍😍
devgu_rjar988,0,2024-10-05 12:13:55,अभिनेता का कोई धर्म नही होता है ये लोग सिर्फ इंसानियत को मानते हैं एक्टिंग ने इन लोगों का ब्रेन शार्प कर रखा है 🕉️ जय श्री राम
faizkisamiya,0,2024-10-05 12:10:08,srk💖
shivanishad5356,0,2024-10-05 11:57:31,Shahrukh Khan Nawaz nahin padhte Jay Shri Ram🙏🙏🙏🙏🙏
sangitabari33,0,2024-10-05 11:34:06,🙏🙏🙏🙏
the_hindu_identity,0,2024-09-23 13:25:32,Humanity is above all.
abh.is3034,0,2024-10-05 11:29:55,Abhishek Kumar ❤️❤️❤️❤️❤️
so__yab_07,0,2024-10-05 11:22:45,Jalne 🔥 ki buh to rahi hai aandbhakto
imaakritikumari,0,2024-10-05 11:19:46,Waah❤️
tyagiji6266,0,2024-10-05 11:12:29,Converted crying in the corner 😂😂
akash.official064,0,2024-10-05 11:11:58,Chamcho k hisab s or mullo k hisab s ye bhi andhbhakt hai 😂
v.srinivasamurty,0,2024-10-05 10:24:20,Super Super nice🙏🙏
sanjeevgupta14644,0,2024-10-05 10:16:22,Haram saaaar haram 😭😭😂😂
arif_ahmed_10k,0,2024-10-05 10:03:33,🙏🙏
zakir.92s,0,2024-10-05 09:48:34,😢 इतना पैसा भी क्या काम का जो अपना धर्म भुल जय.....
vikasgupta14.2,0,2024-10-05 09:30:04,Real muslim always respect real god🕉️
vikasgupta14.2,0,2024-10-05 09:29:13,Real muslim
official_sabudin00,0,2024-10-05 09:28:03,Astagfirullah
_rahman__.4x,136,2024-10-05 09:06:34,Astagfirullah 😡😡☠️☠️
golusen_143_2,0,2024-10-05 08:56:24,🙏
bihari_hindurastra,0,2024-10-05 08:53:43,Jai shree ganesh 🙏🙏🙏🙏🙏🙏🔥🔥
guddu_chaurasiya5555,0,2024-10-05 08:39:43,❤️❤️❤️❤️❤️
guddu_chaurasiya5555,0,2024-10-05 08:39:36,🔥🔥🔥🔥
nehaangad_chaudhary,0,2024-10-05 08:23:25,🙏🙏
prem__banna07,0,2024-10-05 08:18:46,फतवा भेजने वाले कहा है 😂😂 जय गणेश जी 🕉️
shubhh_prajapati,0,2024-10-05 07:58:04,ओला भी जिसके आगे झुके 🕉️😂🙏
its_amaan_khan,0,2024-10-05 07:49:35,Respect all religions🙏❤️
sulekha_rawat_70780_,0,2024-10-05 07:31:32,😂😂😂😂😂😂😂😂😂
pritam_rp_7781,0,2024-10-05 06:57:08,❤️🙏
its_hp__21,0,2024-10-05 06:42:11,🙏😍
happy_uaer_happy_life,0,2024-10-05 06:37:12,Ap haq ul bashir wassslam sallallahu alaihi wasallam bulla ludn allah
happy_uaer_happy_life,0,2024-10-05 06:36:40,Astargufirullah
happy_uaer_happy_life,0,2024-10-05 06:36:33,Rasgulla
bhavar.parihar.14,0,2024-10-05 06:29:00,🙏🙏🕉️🕉️
ankit_meena_5983,0,2024-10-05 06:28:59,Real Secularism 🙌
sendadulvenom,3,2024-10-05 06:24:34,Srk fan but A thik nahi hai 🗿✅
raj_rathore_mp__39,0,2024-10-05 06:16:15,जीवन सफल हो गया भाई का🙏
rajrni47,0,2024-10-05 06:14:31,Sharukh.sb.devi.devta.ki.pooja.krte.hai.god.bless.you.🙏🙏🙏🌹💐🌺🍁🌸🇮🇳
itz_smarty_nakki__,0,2024-10-05 06:08:48,🕉️🙏
aminabegum4749,0,2024-10-05 05:54:17,😂😂😂
yasht022,0,2024-10-05 05:50:12,❤️
nothingg_6363,10,2024-10-05 05:49:15,هندوس بأسم مسلم
official_harsh__raj,0,2024-10-05 05:44:12,Power of sanatan 🙏🙏
demonix_sin,0,2024-10-05 05:43:59,🔥🙌❤️
jigneskumark,0,2024-10-05 05:32:19,😂
jigneskumark,0,2024-10-05 05:32:15,Kahin mulle jahar dhundhte honge😂😂😂😂
arvind_jakhi_official_account,0,2024-10-05 05:27:39,🕉️
dhdwigs510,0,2024-10-05 04:43:42,He spit on the grave site of Lata mangeshkar
piyush_sahani_007,0,2024-10-05 04:39:56,Jai shree Ram
ashishnegi_official_,0,2024-10-05 04:38:10,❤️❤️
khalid_ali.37,0,2024-10-05 04:27:40,Love you king khan
khalid_ali.37,0,2024-10-05 04:27:30,😍😍😍😍😍😍
nandu_girval_mp43,0,2024-10-05 04:15:58,🕉️
afruj__chy,0,2024-10-05 04:07:28,astaghfirullah Muslim naam ka Kalam Ko Hai yah...!?🤮😎
mayankjadaun.11,0,2024-10-05 04:04:28,Augustfirulla
the__psycho_09,0,2024-10-05 03:32:18,❤️
7x._hyper,0,2024-10-05 03:28:45,Aab kuch log Astagfirullah likhne ayegee 😂😂😂
_.hiteshhh_mauryaa,4,2024-10-05 03:24:31,Isliye bhai ye king hai 🙌🔥
raatkichandani2,0,2024-10-05 03:19:49,🔥❤️
_flicke_,0,2024-10-05 02:54:59,He knows how to respect every religion
kapil.mayani,0,2024-10-05 02:44:28,Poori media ko bulakar bappa ke darshan.. Good attention.
middle_class_pratik,0,2024-10-05 01:46:43,Srk is my favorite hero ❤️🙏
bappon121423,0,2024-10-05 01:03:05,😢😢😢😢
samuelpama.sp,0,2024-10-05 00:57:26,Humanity is the roots of all religions
u_r_x_omkar007,0,2024-10-05 00:33:53,सनातन ही सत्य है🕉️ जय श्री महाकाल🙌🔥
rajkumar_chuatala,4,2024-10-05 00:33:01,Jai shree ram 🕉️🙏
tannu__rahi__87,0,2024-10-05 00:30:26,🕉️🙏
everyday_knowledge_quotes,0,2024-10-05 00:28:09,Abhi who fatwa nikle ga. 😂
narayan___112,0,2024-10-05 00:21:08,Ye hai asli SRK 🙏
ankit7771k,0,2024-10-04 23:38:38,🙏🙏🙏
sunny__ydv53,0,2024-10-04 23:36:34,❤️
zako2360,0,2024-10-04 22:34:27,One of stupidest  man for money he can sell his axx too
the_samarjit,0,2024-10-04 21:23:07,@sheikh_parwaz_official
iamali344,0,2024-10-04 20:57:00,We should respect all the religion 🕉️❤️🌙
sadiaomar36,0,2024-10-04 20:41:47,Srk Hindu hai  Kia ?🤔🤭😂
bablisarkar326,0,2024-10-04 20:30:00,Ganpati bappa morya👏👏
shoaibsaleem917,0,2024-10-04 20:17:42,Allah is ko hidyat de
tarun.kumar.wow,0,2024-10-04 19:53:48,Respect shahRukh sir🙏🙏❤️❤️❤️
ishitavohra15,0,2024-10-04 19:11:23,❤️🥺
navlesh_45_,0,2024-10-04 19:04:49,😍😍🔥🔥🙏🕉️
thakre2350,0,2024-10-04 18:52:53,Ok ganeshaye nama🙏
the_rohan_empire_4,4,2024-10-04 18:28:31,"Inke jaise musalmano ki vajah se mera dil pigal jaata hai yrr,aise mat karo warna sabse pyaar ho jayega...😩💕🪽"
its_qureshi_king_07,0,2024-10-04 18:24:20,Ine bho+++di walon ka koi Dharm nahin hota
sushama8005,0,2024-10-04 18:12:37,घर जाके गोश्तकी बिर्याणी खाई होगी!
lxr_fizan,0,2024-10-04 18:03:03,Pagal hai 😂😂
sameersoni707,0,2024-10-04 18:01:21,Pakka Business man h
faeem_khan.up_67,0,2024-10-04 17:49:38,Aisa kam nahi hoga to film hits nahi ho payega
misssanyal,0,2024-10-04 17:28:42,Converted guu chaat k mar gye😂😂😂
nizzu4262022,0,2024-10-04 17:09:41,Jhat ka srk
avinash78080,0,2024-10-04 16:59:50,❤️👏
monu._.vermaa,0,2024-10-04 16:59:42,🕉️😍
prakash_chandra70,0,2024-10-04 16:54:37,Jai ganesh
hamid_pathan156,0,2024-10-04 16:46:46,Ye lode ka Khan
pb_13_sgr,0,2024-10-04 16:26:57,King khan ❤️❤️🔥
surajbrothers_,0,2024-10-04 16:20:56,Jay Shree Ram Radhe Radhe Hare Krishna Hindu Samaaj Zindabad Hindu Ekta Zindabad Hindu Rashtra Zindabad Hindustan Zindabad 🇮🇳🕉️🚩 BJP Zindabad
a_n_a_t_a____ram_7778,0,2024-10-04 15:42:39,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️dada
kunalkundanzanje,0,2024-10-04 15:38:13,गणपती बाप्पा मोरया
sukhjinder3919,0,2024-10-04 15:24:16,Jai shree Ganesh ji 🙏🙏
manishsr97,0,2024-10-04 15:15:59,Beside srk lady simply came useless no interest ntg
rakesh21meena6,3,2024-10-04 15:11:59,Shahrukh. Ne. Mera. Dil. Jeet. Liya.  Ab.  Kisi.  Muslim.  Ki.  Zarurat.  Nahi. 🙏🙏🙏🙏👏👏👏👏🕉️🕉️🕉️🕉️❤️❤️❤️ Rakesh. Eema
_mr.tiger_squad_,0,2024-10-04 15:07:42,😍
official_farmaan_8090,0,2024-10-04 15:01:32,Astagfirullah😡😠😠
alone__boy__salman__07,0,2024-10-04 14:50:15,Astagfirullah 😥 mar jaunga lekin kabhi Allah ke siwa kisike samne sajda nahi karunga
un.8278,0,2024-10-04 14:31:03,Barabar he ye sab karoge to hi Hindustan me reh paoge
chhatrapalsinghdhakoliyachhatr,0,2024-10-04 14:25:12,Jai ho ganpati Bappa morya 🙏
iamshan40,0,2024-10-04 13:39:19,Astagfirullah
_saitullh_,0,2024-10-04 13:37:18,Monafik insaan
sheikhsahaburislam,0,2024-10-04 12:58:59,😂😂😂🐐💩🦶👣🖕🖕🖕🖕
neetukashyap990,0,2024-10-04 12:58:48,🤝🤝🙏🙏☺️☺️☺️
casualkaka,0,2024-10-04 12:49:13,@iamsrk ❤️❤️❤️❤️
filzakhan322,0,2024-10-04 12:08:41,Or kon pagal in sahab ko Muslim khata hai 🙄😏
cinematic.studio_,0,2024-10-04 10:39:59,❤️
avibhasini,0,2024-10-04 10:31:31,Simply wow
avibhasini,0,2024-10-04 10:31:23,🙏Hats off to his patience hardwork n dedication
avibhasini,0,2024-10-04 10:30:57,Daughter is same
avibhasini,0,2024-10-04 10:30:48,One of the most humble man in Bollywood
avibhasini,0,2024-10-04 10:30:36,Very humble man
stran__ger__0000,1,2024-09-22 06:17:23,
sumanjena_18,0,2024-10-04 09:15:55,Musalmaano dekho 😍 Ek sacha muslim kaisa hota hai🙏
gurjant_sandhu_25,0,2024-10-04 08:07:18,❤️🕉️😍🙏
along_lover_boy,0,2024-10-04 07:39:18,❤️❤️❤️
jaiman_aditya_,0,2024-10-04 07:23:26,Great Hindu Dharma 🕉️🕉️🚩🚩
petslover1995,0,2024-10-04 07:10:25,Kaha bhai gaye mull leke tumhara bull😂😂😂😂
itz_ashu__1111,0,2024-10-04 06:06:56,"Jai ganesay namh prabhu🙏🙏🙏🙏🙏🙏🙏dukh dur karen prabhu kabhi sankat na aaye mere per prabhu na hi mere parivar per Jai prabhu Daya karen prabhu,, 🙏🏻♥️♥️♥️♥️🙏🏻♥️🙏🏻♥️🙏🏻"
deveshhh.09_,0,2024-10-04 05:49:16,Sir me apaka bahut bda fan hu
aayu__120__,0,2024-10-04 05:07:56,😂😂
x__ramjan_ali_10x_,0,2024-10-04 04:07:43,Astagfirullah
raazu.pdrz,0,2024-10-04 03:31:17,🙏 sharuk 🙏 gouri  maathaaa 🙏
mr._unique_tripathi_07,0,2024-10-04 03:24:22,कुछ लंभक्तो की जल गयी 😍😍
dekyilama,0,2024-10-04 02:33:02,🙏🙏🙏🙏🙏
dash.ranjeet,0,2024-10-04 02:10:24,❤️❤️❤️❤️❤️❤️❤️❤️❤️
mudasiir1,0,2024-10-03 22:52:51,👊👊🫵👺👺🫵💪🇸🇦🇸🇦🇸🇦🇸🇦⚔️⚔️⚔️⚔️🐯🇸🇦🐯🇸🇦🐯🇸🇦🐯🇸🇦🐯🇸🇦⚔️🐯⚔️🇸🇦🐯
deepanita_singha_,0,2024-10-03 22:09:17,❤️❤️❤️
kvishal2039,4,2024-10-03 20:55:55,Jai mata di
abhi_jeet00019,0,2024-10-03 18:53:08,🙏🙏🕉️🕉️
hassanmehmood464,0,2024-10-03 18:35:57,Kute srk Muslim ho k Hindu bna hua h Tum se to Amir Khan acha h
ashish22918,0,2024-10-03 18:33:11,Shirk vaale kaha h😂
irshadkhan010199,0,2024-10-03 18:27:13,Allah ke pass Jana hai muh dikhana
ravikant_1252,0,2024-10-03 18:24:49,Ma to rasgulla likhne walo ko dekhne aaya hu 😂😂
kpg58428,0,2024-10-03 18:23:32,👏👏
king_nain_singh_08,0,2024-10-03 18:04:20,🕉️
deepakuniyal12,0,2024-10-03 17:35:09,यही काम अगर कोई गरीब मुस्लिम कर देता तो फतवे उसका जिना हराम कर देते
shivthakur152023,0,2024-10-03 17:32:31,🙏🙏🙏🙏🙏🙏🙏
ganapath01,0,2024-10-03 17:26:31,Badhsha❤️❤️❤️❤️😍😍😍😍🙏👏👏👏👏👏👏
rinkisultana007,0,2024-10-03 17:18:58,Astagfiruallah
razking_78,0,2024-10-03 17:17:09,Log bolte ye muslim hai 😂
faizanaleemaleem,0,2024-10-03 16:59:20,Sirf Naam ka Muslim he Baki ye kafir he
rupaa___134,0,2024-10-03 16:53:53,🙌🙌🙌🙌🙌🙌🙌❤️❤️
find_piyush,0,2024-10-03 16:37:37,Abey converted kaha gue bkl aurangzeb ki aulaadon
insta2_shahid,0,2024-10-03 16:32:56,Astagfirullah 😓
surya.mitter,0,2024-10-03 16:28:23,Srk > religion
modelanand3210,0,2024-10-03 16:22:48,Choti soch wale yaha na aaye ❤️
subhayanxtream,0,2024-10-03 15:02:35,❤️❤️❤️❤️
sam_sameer_jaunpur,0,2024-10-03 15:01:18,इसे कहते हैं नाम का मुसलमान ना इधर का ना उधर का बीच का बोले तो छक्का 😂
i.m__sintu_,0,2024-10-03 14:58:17,Chamcho ka to gand jal gaya hoga 😂
tmchnkrl,0,2024-10-03 14:23:19,😂
imkaifpasha_1,0,2024-10-03 14:20:52,Muhammad saw Jindabad
imkaifpasha_1,0,2024-10-03 14:20:34,Labaik Ya Rasool Allah
mramanicon,0,2024-10-03 14:15:06,🔥
tapanmallik52,0,2024-10-03 13:19:06,🙏🙏🙏🕉️🕉️🕉️🙏🙏🙏🙏
tapanmallik52,0,2024-10-03 13:18:51,🙏🙏🙏
mampiroy705,0,2024-10-03 12:40:44,👏👏👏👏👏🙌🙌🙌🙌🙌🙌🙏🙏🙏🙏🙏🙏🙏
khan_rashid_07dhoni,0,2024-10-03 10:36:45,Jitna inke bghwan ko koi nhi janta..utna toh srk ko sb jante 😂
skp_99999,4,2024-10-03 09:38:38,❤️❤️❤️❤️❤️❤️
snehithk.r,0,2024-10-03 09:34:46,He the blessing actor
himashu4035,0,2024-10-03 09:28:12,🕉️🕉️🕉️🕉️
rajapanjwar09,0,2024-10-03 09:07:54,Real Hero 😍
m_irfan___07,0,2024-10-03 08:59:20,Astagfirullah
j_s_durga,4,2024-09-22 06:08:16,Ganpati Bappa morya
acnaughtydeeds55,0,2024-10-03 08:50:43,Ye fir bh padha likkha musalman hai 99 m 1
lovely_sharma98903,0,2024-10-03 05:36:11,❤️❤️🙏
iamdhruvsahu,0,2024-10-03 04:04:42,Piche 😂Sandeep reddy wanga kya kar raha h
sunil_jq,0,2024-10-03 03:39:24,🕉️🕉️🕉️🙏🙏🙏🙏
bad.boy.3475,0,2024-10-03 02:47:52,मुस्लिम भूरे नहीं उनमें फे ले  कुछ रोगियों ने नफरत फेला रखी 🙏
swee_ty_468,0,2024-10-03 01:32:03,🙏
raju_gautam0010,0,2024-10-02 23:15:59,❤️❤️❤️
kaafir976,0,2024-10-02 22:13:53,Where is astagfirullah guy
bgmi_id_178,0,2024-10-02 21:54:32,Andhebhakt 😂😂😂 mulha volaa
ak47242321,0,2024-10-02 21:00:56,Astagfirullah
rakeshgond462,1,2024-10-02 20:54:08,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
__.00_00.x,0,2024-10-02 19:50:10,Paiso k liye ..
jaishree_ram__43,0,2024-10-02 18:53:21,Kisi ek ka ho jao
mavi939393,0,2024-10-02 18:09:04,Bhakt hindu 🗿 andhbhakt hindu 🤡
rishitiwari.adv555,0,2024-10-02 17:58:36,Saharukh khan ke aaj se hum fan hai ji
iam__biplab,29,2024-10-02 17:44:18,Muslim ❌ Indian ✅
___explainer___,16,2024-10-02 17:29:40,Allah Wale kaha hai 😂😂😂😂
md_shahzad_ansari786_6k,0,2024-10-02 15:50:13,Astakfurullah
rishabh_raj._____.2005,4,2024-10-02 15:07:23,धर्म तो केवल एक हि है वो सनातन है। बाकी सब इससे अलग होकर मनगढंत धर्म बना रखा है
faizzz1244,1,2024-10-02 14:39:08,Muslim ko jitna nhi pta utna log social media p uske bare m glat fehmi paal rhe h ..m v muslim hu.but hamesha garib old woman se saman leta hu uska hal chal pucta
sneha_singh_5k,0,2024-10-02 11:27:46,Bahut badiya 👏🙏🙏
goswami_army_official_,0,2024-10-02 10:35:08,Some andhnamzi are crying in the comments
preet_rajput__dvs,4,2024-10-02 10:35:00,Nyc srk sir btw 1 baat bolni thi kuch hindu bol rahe hai sikho inse kuch kya aap log masjid jake allah se dua mang sakte ho kya kuch chutiyo ko toh aapna dharam hi dikhta hai
rathodraju219,0,2024-10-02 09:25:02,❤️🔥🙏🙏🕉️
santanu.pallai.9,0,2024-10-02 07:25:37,Convert cry in corner 😂😂😂😂
chaudhary007_1,0,2024-10-02 07:08:12,🙏🏻❤️☺️
souvik6391,0,2024-10-02 07:05:50,❤️❤️
red.0.3,0,2024-10-02 06:00:48,"He is a hindu now ?????
I guess hypocrisy 
 Not having guts to tell them your religion 
 And participating in someone else’s  religion 
 Whatever"
jhoney.dubey1,0,2024-10-02 05:08:37,Ye chuslim ko entry kyun Diya
sumit_singh_official007,0,2024-10-02 03:56:00,🕉️🚩🙏 गणपती बप्पा मोरया🙏🚩🕉️
shubhamchoubey1258,0,2024-10-02 03:17:18,Niche desh ke sachhe secular log Astafirgulla likh rhe hai. Wah. A
siman.bhoi,0,2024-10-02 01:28:18,Jai Shree Ganesh 🕉️🙏❤️
iamdurgesh__2.0,0,2024-10-01 14:52:21,Recpext srk🔥🔥🔥
gaurav_pandit_1204,0,2024-10-01 14:43:10,SRK 🕉️
sumitjatav5311,0,2024-10-01 12:17:49,❤️❤️❤️❤️
og.5awan,0,2024-10-01 11:48:01,Sarukh Sir 😍🙏🙌
putel_keshaba_,1,2024-10-01 10:02:28,Muslim kaha gaye shiko kuchh
sensitive____________,0,2024-10-01 07:36:31,Esa kar dene se kuch nai hoga chusalman🕉️
heymusicalsam,0,2024-10-01 06:12:05,Eska emaan gaya
shivam_pathak_874,0,2024-10-01 06:04:41,#srk isn't anti religion ❤️
sonitiwari108,0,2024-09-30 18:11:20,👏👏👏🙏🙏🙏
nagusingh145,0,2024-09-30 17:13:42,❤️🙏❤️🙏❤️🙏❤️😍❤️🕉️❤️
kamurthygopi,0,2024-09-30 17:08:42,🙏🙏🙏🙏
mere_liye_mai_khud,0,2024-09-30 17:08:16,Issiliye mai in logo ko like nahi karta😂😂😂❤️❤️
_shreya2900,0,2024-09-30 13:37:23,SRK always prove that he is Secular ❤️❤️❤️❤️
deepak_rajput4396,0,2024-09-30 12:20:19,गणपति बप्पा मोरया ❤️❤️❤️
arpanroy777,0,2024-09-30 10:23:10,A man with 0 haters 👏🙏🙂
bhavani__vansh_,0,2024-09-30 07:11:59,🙏🙏🙏👏👏👏👏
nayab4473,1,2024-09-30 07:07:40,Yeh shirik karha hai 🔥SRK ❎
ikram_ali_s_h,0,2024-09-30 06:13:15,Sabse bada Dharm Insaniyat hai
sahilsrivastava339,0,2024-09-30 05:57:46,❤️❤️❤️❤️❤️❤️🕉️🕉️🕉️🕉️🙏🙏🙏🙏
itskabul___jk,0,2024-09-30 05:15:03,🕉️🙏
anish_singh_054,1,2024-09-29 20:22:54,❤️🚩❤️
sunnysharma6863,0,2024-09-29 19:03:48,जय गणेश देवा 🙏
kumar.kanti,0,2024-09-29 17:35:57,Me to ex muslim adam seeker ko sunta hun mujhe to islam ke bare. me sab pata chal gya hai aap bhi suno youtube par
kaushalpirjapati,0,2024-09-29 17:21:23,Katua 😡 isko mar Jana chahie per kisi aur ka nahin hona chahie
_karannn05_,0,2024-09-29 17:08:58,Achaaa...Ganpati ki taraf toh Camera gaya hi nahi👍
chotu_kumar_raj_78,0,2024-09-29 16:55:35,🕉️
siddharthh.jaiswal,0,2024-09-29 15:16:07,🙏
nabanitadas_5,0,2024-09-29 13:44:32,❤️❤️🙏
mhrmaaheer,0,2024-09-29 12:22:45,लानत
angirassengupta,0,2024-09-29 11:16:47,This is why I love this man❤️🙏
7172_ram,0,2024-09-29 10:59:34,Tabhi to itne aage hain
maheshparmarrr,0,2024-09-29 10:27:35,Hn bilkul sahi bole ho bro inki soch hi alag he bro
avantika_khanna_1990,0,2024-09-29 07:16:19,Ab kuch converted suar kho kho krna shuru krenge
sameeraxes,0,2024-09-29 05:15:13,religious bullism in india
amit5186chauhan,0,2024-09-29 04:31:10,😍😍
jackyeditz.as,0,2024-09-29 01:28:19,Ye kese Muslim howa
aarifkhan07233,0,2024-09-28 19:43:23,Laanat hai en logo pw Jo pathar ke samne hath jodta hai
riteshgond9567,0,2024-09-28 16:59:35,Ye bat andh bhkt nhi samjhe gey😂😂😂😂🙏🙏🙏🙏🙏🙏👏👏👏
s_satyam_th,0,2024-09-28 16:15:05,Beauty of sanatan 🕉️🕉️🕉️
arfan_student,0,2024-09-28 16:04:21,Laanat Laanat Laanat
nitishbagchi6,0,2024-09-28 14:52:49,Sab Kuch dekhna hai logo ko 😂😂
alokesh001,0,2024-09-28 14:45:07,Converted muslims be like - rasgulla 😂😂
deepaksen6950,0,2024-09-28 13:54:31,
rajib_xu,2,2024-09-28 12:03:18,❤️❤️❤️🕉️🕉️
__c_h_i_n_t_u______,0,2024-09-28 11:35:13,Ab karo hindu muslim
ravi_kumar_954689,0,2024-09-28 09:51:53,🕉️
m_e_s_s_i_05,0,2024-09-28 06:30:51,🙏
sahjad_khan44,0,2024-09-28 05:14:05,Astagfirullah
shahsalman1947,0,2024-09-27 17:41:05,Srk getting old aged
cheeku_pandit_vats,0,2024-09-27 16:53:25,Vanga x SRK WILD
mundafulmuni,0,2024-09-27 16:39:34,❤️❤️❤️❤️
gourabkumar69,0,2024-09-27 15:40:20,Ganpati Bappa morya 🙏❤️
_amit_singh_kushwaha,0,2024-09-27 14:48:54,Bhai rasgula wale aate hi honge 😂😂
chiranjeev_paswan_,0,2024-09-27 14:48:15,Ganpati bappa morya 🙏🙇🥹🤌🥹☺️😊❤️
anilprajapat_008,1,2024-09-27 13:14:47,❤️❤️❤️
babluroutb,0,2024-09-27 13:00:44,🕉️🕉️🕉️🕉️🕉️🕉️
kumar_rock_vipin,0,2024-09-27 12:29:31,🙏🙏 i love 💕 you
s_h_i_v__saurav,0,2024-09-27 12:18:37,Fake
tanmoymarjitmarjit,0,2024-09-27 11:48:46,🙏🕉️❤️
futaim_77777,0,2024-09-27 10:38:57,Thank you salmon kan number1  allah amber allah Akbar
__jakir__hussain,0,2024-09-27 09:13:34,🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬👌🖕🖕🖕
rajakhansili,0,2024-09-27 08:47:10,Anybody notice that SRK checked that what is in packet 😍😍😍😂😂😂
akash4ire,0,2024-09-27 04:30:51,True Hindu!
vibey__ankush__,0,2024-09-27 02:49:41,🕉️🕉️🔥🔥
cuty_payal_chauhan,0,2024-09-27 01:51:17,😊
riluapanda,0,2024-09-26 21:57:34,So cute right good job ji
fareedhassan640,0,2024-09-26 19:49:28,Iska bhi dekhna baaki rhy gya tha
swatiloomba,0,2024-09-26 16:12:10,🙏🙏
pirancejani,0,2024-09-26 15:04:18,🕉️💩💩💩💩💩💩💩💩
mubashshir_ahmed,0,2024-09-26 12:22:47,پوجا نام
remijunnsa,0,2024-09-26 12:13:46,🙏🙏🙏🙏🙏🙏
its__princy___91,0,2024-09-26 08:18:53,❤️❤️❤️
mr_bicky_the_struggle_boy,0,2024-09-26 07:39:10,इसीलिए तो srk हमारे दिल में राज करते हैं।
hightimeindian,0,2024-09-26 07:26:49,Modi sarkaar 🙌🙌🔥
sonal__tiwari__2,0,2024-09-26 06:14:05,Canveted ko bura laga hoga 😂
himanshu_saini_1111,0,2024-09-26 03:33:54,❤️❤️❤️❤️❤️
sharmasachin83,0,2024-09-26 01:29:42,Real hero love you SRK
satvir_historic,0,2024-09-26 01:25:38,Ganpati bappa morya 🙏🙏🙏🕉️🕉️🙌🙌♥️♥️🚩🚩
eliza_sheikh222,0,2024-09-26 00:34:25,Allah tumy maaf ni kry ga Muslim ho kr hindu ban gya lanat
puskardas31,0,2024-09-25 23:04:01,I’m a Bed commenter in insta but not this reel ❤️🙏 becoz I love srk 🙌❤️
onniecolombo,0,2024-09-25 17:35:35,🙏🙏🙏🙏🕉️🕉️🕉️😍😍😍
sunil_fonseca,0,2024-09-25 16:23:04,What a pressure to keep his image and fan following! feel sad for him!
queensofboldness,0,2024-09-25 15:21:12,Shri Ganeshay Namh:
abhishek_rajput_901,0,2024-09-25 15:13:53,Fatwa Jari karo please
sushil_raj_keshri_srk,0,2024-09-25 14:43:38,Altaqia
biki_padhi222272782,107,2024-09-25 12:52:04,Ab bolo SARU khan ko andhabhakt 😂
__alokguptaa.09,0,2024-09-25 12:14:07,🕉️🕉️
ashrafaslam786,0,2024-09-25 10:20:42,🥷
vikas__001x,0,2024-09-25 09:42:18,Isliye to ham sahrukh ke fan hai
roewaida_abdoelrahman,0,2024-09-25 07:54:12,He is walking in the footsteps of shaitaan.
tbg_h_edits,1,2024-09-25 07:07:45,"☪️ancer ke patient kaha gaye ab, cure ho gaye kya 😂"
s_k_pal45,0,2024-09-25 06:22:03,🕉️🕉️🕉️
_iamsuman._,0,2024-09-25 05:46:48,❤️❤️❤️
9087_dina,0,2024-09-25 05:04:30,يا فنان نتا كفرت
amuinlul_,0,2024-09-25 04:15:47,😂😂😂😂😂😂
nballasan,0,2024-09-25 03:31:34,https://youtube.com/shorts/4jP3nHJLu0E?feature=share
durjanbhati_9,0,2024-09-25 01:28:10,Jai shree ganesh ji 🕉️
shahzad_bhai.__saif_307,0,2024-09-25 00:04:26,🤬🤬🤬🤬🤬😡🫵🏻
mi6_556,0,2024-09-24 23:10:02,🙏🙏🙏🙏🙏🙏🏽🙏🏽🕉️🕉️🕉️🕉️🕉️🕉️❤️❤️❤️❤️❤️
bong_woman_,0,2024-09-24 20:20:26,❤❤❤❤
7655.alok,0,2024-09-24 18:26:24,❤️❤️❤️❤️
virendra.gond.969h,0,2024-09-24 17:53:10,रसगुल्लाह वाले नहीं आये अभी।।😂😂🤠🤠🤘🤘🤘🤘
nikhilsniddhu,6,2024-09-22 06:03:33,Kaha gaye re......ek comment bhi nahi hey
pankajsengar111,3,2024-09-24 17:23:15,"पाकिस्तान से संदेश जारी हुआ हैं . की सभी ""भारतीय मुसलमान सैलिब्रेटी"" पुजा पाठ का ढोंग करों . 👉🏼 जब तक सत्ता में ""BJP"" है ."
abhinav_22343,0,2024-09-24 17:03:29,Jai shree Ram 🙏🙏
kasinathan8552,0,2024-09-24 16:33:07,SRK not afraid to pray statue or another god. Because he is in islam says only one god dont equalise anything to god.
yaduvwanshi_brand,0,2024-09-24 16:10:38,Jai shree ganesh ji ki
barwal.subash,0,2024-09-24 16:09:56,Film chalane ke liyee yebhi karana padata hay 😂😂😂😂
satyam.3916,0,2024-09-24 16:08:01,Ganpati ko kyo nahi dikhaya reel me 😂 Kya camera chalata hai😂
mohd_husain____40141,0,2024-09-24 16:03:30,Astagfirullah 😵
hindu_is_nature,0,2024-09-24 14:47:45,अरे ये क्या। ये भी अंधभक्त निकला
3658kishor,0,2024-09-24 14:46:02,🕉️🕉️
_anirudh_95,0,2024-09-24 14:31:46,This is beauty of our india 🙏👏
