Username,Like_Count,Created_At,Comment
sajidansari420,0,2024-11-03 03:56:03,Ya Allah 😭😭 Astagfirullah ❌❌❌❌
puranvlogs143,0,2024-11-03 03:34:31,Bs rasgula wale ate hi honge😂
habib_munim,0,2024-11-03 03:06:06,Islam as well as Muslim community never accept this activity of him😡he isn't muslim😡he is the scandal of Muslim community 🙏
hasan_shekh_786_______,0,2024-11-03 03:00:32,😡😡😡😡😡😡😡😡😡😡😡
rahul_k_chauhan01,0,2024-11-03 01:26:57,Augustfiraagaya😂
mh.5999,3,2024-11-02 23:57:47,☪️☪️☪️☪️☪️☪️☪️
mengetiiikk,0,2024-11-02 23:51:32,Dia bukan muslim lah tolo...
123sherkhans,0,2024-11-02 23:43:03,And they say he is not Hindu
angingarga,0,2024-11-02 23:15:44,❤️❤️🙏
sonia__world,0,2024-11-02 22:08:54,Respect all religions
im_suraj_s,0,2024-11-02 21:05:34,Converted bolenge astagfirullah 😂😂😂😂
trisharawat28,0,2024-11-02 20:30:14,🙏🙏❤️😍🕉️🕉️
rajendramahanta41,0,2024-11-02 19:33:17,❤️❤️❤️❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏🕉️🕉️🕉️🕉️🕉️🕉️🕉️🕉️🕉️
arif1308a,0,2024-11-02 19:22:59,yah acche logon ka Sanskar hote Hain Jo acche log hote hain acche khandan ke hote hain unke Sanskar Sahi hota hai
saldrikmaman,0,2024-11-02 19:12:04,Respect is ok.. But its worship.. ☹️
sarim.___003,0,2024-11-02 19:08:22,Astagfirulallah Lanat Hai Aise Musalman Par 🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️
c_r000007,0,2024-11-02 19:04:05,All Muslims who are barking in the comment section are requested to go to Bangladesh & Pakistan 🙏🙏🙏
mr.itunjay85,0,2024-11-02 19:03:44,Ye sab natak hai
neharajsinghh,0,2024-11-02 18:53:06,❤️
______sonu__007_,0,2024-11-02 18:52:26,❤️❤️
mitheleshshukla,0,2024-11-02 18:50:15,Jai ho new bharat new soch
mayabourne14,0,2024-11-02 18:08:23,Respect religions has never mean be part of their religion celebrations
hamoda_shahani,0,2024-11-02 17:50:52,lanat teri shqal pe be ghairat
zaidking5885,0,2024-11-02 17:45:49,😡😡😡😡😡😡😡
malivishal80055,0,2024-11-02 17:23:12,🙏🙏🙏🔥❤️
iam_shoebs_qur4u,0,2024-11-02 17:17:09,Astagfirullah
anas__salman_,0,2024-11-02 17:05:12,Majboor hai bichara dikhawa zaroori ha😂
kailashnagar76,0,2024-11-20 15:10:44,Meri kisi se Dushmani nahin hai aap nibha rahe ho aapke sath Hain ham❤️❤️❤️❤️❤️❤️❤️❤️
narki.lewar,0,2024-11-20 09:05:09,"you are a sahruk Muslim.. that is an act of shirk.. you cannot do it, it is a big sin."
shmbhwbarela,0,2024-11-19 19:20:04,🕉️🙏
rijwan_khan_188412,0,2024-11-18 08:59:08,Astagfirullah😡
bai992024,0,2024-11-18 05:27:32,Shirk
bathull_wa_zahro,0,2024-11-18 00:46:41,Shah Rukh Khan 😢😢😢
aseel98925,0,2024-11-17 18:27:13,مو مسلم هو أستغفر الله
moksh.om_,1,2024-11-17 18:10:40,Nusta dikhava 😢
azharali9196,0,2024-11-17 18:06:59,Insano ko kush karne ke liye upar wale ko naraz karte hai ye log 😢
versalloy,0,2024-11-17 12:50:30,😍❤️❤️
mehmethand2o,0,2024-11-17 11:28:42,You moslem????
vikram_4712,0,2024-11-16 20:59:30,Love you king ❤️🙏🕉️
rhino.29243,0,2024-11-16 16:46:09,Great person
musharaf9948,0,2024-11-16 16:31:03,Ara bhi srk hindu ha pata lagau o muslim ha 😂😂😂😂😂
r.k__lll0fficialll,0,2024-11-16 08:08:28,🙏🙏🕉️🕉️
rahul_3838933983,0,2024-11-16 01:25:24,🙏
mashiva23,0,2024-11-15 18:22:14,I love sahrukh❤️
vakeel.shaa,0,2024-11-15 17:37:18,😡😡😡😡😡😡
rishabhthakur_0123,0,2024-11-15 16:58:33,Aaj comment me log rasgulla rasgulla nhi kar  rhe 😂
m_r_sameer_khan_8319,0,2024-11-15 15:00:35,सिर्क को कभी अल्लाह माफ नहीं करेगा
soma_thakor_1819_,0,2024-11-15 12:16:05,❤️❤️
ashreenquresh,0,2024-11-15 11:59:42,Laanatullah
meena_vishwakarma517,0,2024-11-15 10:39:38,❤️❤️
ankushrana8541,0,2024-11-15 07:01:52,❤️❤️❤️❤️😡😡😡🙏🕉️
13s418,0,2024-11-15 05:04:26,Non muslims hai
yourayush905,0,2024-11-15 03:00:40,Respect this man👑this reason zero heaters ❤️
md_jiarul__official,0,2024-11-15 02:13:15,😡😡😡😡😡😡
sohdig,0,2024-11-15 01:33:07,🙏👏🕉️
aush50623,0,2024-11-14 22:05:59,Teri ammy ka bhosda chodu tune humare mandir me per kese rakha Teri maa Chod dunga harami ke pilly 😡😡😡😡😡😡
indaarya5,0,2024-11-14 18:24:50,Pride of India ❤️
prince_saif_05,0,2024-11-14 17:14:07,😡😡😡😡
alimundin71,0,2024-11-14 16:49:15,Astqgfirulllah😢😥
najzimul,0,2024-11-14 15:40:12,😮😮😮😮😮😮😡😡😡😡😡
raiyankhan7383,0,2024-11-14 14:01:55,Astagfirullah
kaame_haaamee_haaa,0,2024-11-14 13:25:32,THE COMMENTS SECTION IS THE REASON BJP SHOULD STAY FOR LONG 😂😂😂THE CON CEPT OF  COEXISTING OR RESPECT OTHER RELIGION DOESN'T EXIST IN MUSLIMS  THESE MUSLIMS TROLLING SRK FOR THIS LMAOOOOO
masumakhan564,0,2024-11-14 12:00:39,Allha itni dulat na de taki ham apna iman bhul jaye
abineshsah,0,2024-11-14 11:47:39,Jay Shree ram 🚩
bored_soul.25r2,0,2024-11-14 11:10:13,Subxanallah
mobilehardwaresolution,0,2024-11-14 06:30:18,Kab sab ek hai 🕉️🕉️🕉️
your_sourav_03,0,2024-11-14 05:55:35,Jay shree ram 🕉️😍🙏
mike.miky.754,0,2024-11-13 23:41:19,Ganja tho ganjai na edar na udar
bhushanarora92,0,2024-11-13 17:31:27,गजवा ए बॉलीवुड जारी है 😮
luckygirl.0826,0,2024-11-13 14:59:43,Jai dev jai dev 🙏🙏🙏🙏🙏🙏
4swad77,0,2024-12-05 00:49:39,Syirik
ishvar_sangar72,0,2024-11-02 16:51:58,🕉️🕉️🕉️
aleemhussin413,0,2024-11-02 16:42:37,Astaghfirullah 😡
roysudipto2k,0,2024-11-02 16:34:25,Ab kuch pakistani khud ka gyan pelega 😂😂
bilal_ansari18,0,2024-11-02 16:28:32,Astagfirullah bolne ki jarurat nahi muje kyu ki yeh Hindu hai
mdzeeshan8307,0,2024-11-02 16:01:06,Hinduuuuuuu banjaaa tuuu
sameer____khan__35,0,2024-11-02 16:00:48,Astagfirullah Islam mein Rahane ke kabil nahin I hai😡
fahim4772khan,0,2024-11-02 15:58:54,😡😡😡😡😡😡😡😡😡😡😡😡
luckyoyee,0,2024-11-02 15:42:47,Ye lode astagfirullah kr rhe ho khud hi Chand paiso k liye logo kaa moot pee jaayee😂😂
angeltouch1122,0,2024-11-02 10:24:38,Why don't you be a Hindu to satisfy you with Bollyood?
sudhatannuismy,1,2024-11-02 10:20:13,
sadik__khan7599,0,2024-11-02 10:03:58,
naikb082,0,2024-11-02 09:36:31,Ye log insaan and religion ko achhe se pehechan hai isiliye age ..
ram___ram____bhaiya_ji_,0,2024-11-02 09:21:40,Bishnoi bhaiya ji karna ye sab kar raha hai 🙏🙏
kavitalahase20,1,2024-11-02 09:17:17,❤️
ilman_khan_8250,0,2024-11-02 09:15:15,❤️❤️❤️❤️
ilman_khan_8250,0,2024-11-02 09:14:51,❤️❤️❤️❤️❤️
lavkush_yadav_1359,0,2024-11-02 08:44:41,Jai shree Ram 🕉️🙏
a.wahidi6,0,2024-11-02 08:18:30,I know you respect all religions but please don’t practice other then your religion. You are a Muslim. Allah bless you.
sonukila1,0,2024-11-02 08:09:34,हां यार इसका शिरक माफ होगा या शाहरुख खान को भी अल्लाह तेल में तलेगा 😂😂🔥🎈🎈
guddusadboy123w,0,2024-11-02 07:56:03,🕉️🕉️🕉️🕉️🕉️
mr__nawaz__89,0,2024-11-02 07:38:14,Astagfirullah karne wale Instagram nahi chalte hai 🔥🔥😂😂
mohid.kamran4,5,2024-11-02 07:28:50,Sharuk khan ❌ bharwa ✅😡
funky_mona_,0,2024-11-02 07:25:07,Happy B'day
sima_simu1,0,2024-11-02 07:24:14,Nwjubbillah 😡😡😡😡
sahimmaknogya,0,2024-11-02 07:15:01,Inki mazburi hogai he
toshif_yt_09,0,2024-11-02 06:58:02,میں گواہی دیتا ہوں اللہ کہ سوا کوئی معبود نہیں اور میں گواہی دیتا ہوں حضرت محمد مصطفی صلّی اللہ علیہ وسلم اللہ کہ رسول ہیں ❣️❣️❣️
danish_zeheinnnn,0,2024-11-02 06:57:16,Astgfirullha 😡😡
harshhu_88,2,2024-11-02 06:52:30,"Sare miye jal mare 😂😂 bada maja araha hai inke comments dekh kr 
 Arey"
raja_ahad_hussain_7860,0,2024-11-02 06:12:26,Welcome to heell
gazi_taushif_20,0,2024-11-02 05:56:43,Shirk ki koi maafi nhi Allah Aapko hidayat de Aameen
sajadali096,8,2024-11-02 05:48:39,
sajadali096,4,2024-11-02 05:47:55,😡😡😡😡😡🙏🙏😡😡😡😡😡😡🙏🙏🙏🙏🙏💪☪️💪☪️💪☪️💪😡😡😡😡😡💪😡😡😡😡😡😡💪☪️💪☪️💪☪️💪☪️💪☪️💪😡😡😡😡🙏🙏🙏🙏🙏
ir.fxn99,0,2024-11-02 05:10:44,Marne ke baad kya hoga inlog ka chee
____sona____madaiya,0,2024-11-02 04:47:15,😍😍😍😍🔥🔥🔥🔥
zaiduuu__098,0,2024-11-02 04:40:03,😡😡😡😡😡😡😡😡😡😡😡😡
shafa__140546,0,2024-11-02 04:10:13,Astagfirullah
aman._.tomar002,0,2024-11-02 04:01:11,😂😂
moin__sha__1__1__3__7___,3,2024-11-02 02:33:52,Bhai inka akhirat me bahot bura hal hoga
manoj___gouda__06,0,2024-11-02 02:09:42,🕉️🕉️🔥🔥🙏❤️🔥🕉️
manoj___gouda__06,1,2024-11-02 02:09:21,☪️ancers crying in comments 🤡🤮🐷
_arif_l.99,0,2024-11-02 02:04:58,Allah Tera Bhala kare Hindu banaa de tujhe😂
iqbalponwar,0,2024-11-02 01:58:58,Or bollo srK 😡😡😡
ezzaros,0,2024-11-02 01:01:35,He is A Muslim! Dont understand!
aqib._.a,0,2024-11-02 00:55:54,Mushrik
delightsdashof,0,2024-11-02 00:46:33,"Astagfirullah....is this a muslim man who also worships idols, shameless."
simonking378,0,2024-11-01 23:33:47,
simonking378,0,2024-11-01 23:33:42,🕉️🕉️🕉️🕉️🕉️🙏🙏❤️❤️🔥🔥🔥😍😍😍😍😍
v18124078,0,2024-11-01 22:17:47,❤️❤️🙏🔥🔥🕉️🕉️😍😍
zaheer_mustafai_,0,2024-11-01 21:13:50,Lanaaaaatttt😡
emeyzaid,0,2024-10-15 04:26:44,Muslim shouldn’t do that 😐
naushan_siddiqui_skp_0001,0,2024-10-27 04:50:46,Uppar wale itne pasa na do ke apne dharam ko bhul jaye sale
shaikhazam126,0,2024-10-27 01:48:20,"Gandu kahin ka, linduon k tatte chaatne main pure yeh sare chutiye khan."
govind_singh_panwar45,0,2024-10-26 23:01:03,"Jay shree ram,🚩🌹🌹🙏💯"
r.n282,0,2024-10-26 18:47:16,شاروخان شسالفه؟ مو مسلم؟؟؟؟.
lalitpagote,0,2024-10-26 13:06:06,Jay shree ram 🙏
spreading_awareness88,1,2024-10-26 12:30:25,Disbeliver
spreading_awareness88,4,2024-10-26 12:30:14,La ilaha illlallah muhammadur rasool allah ❤️❤️❤️❤️🔥🔥🔥
spreading_awareness88,0,2024-10-26 12:30:03,Kafir
nopinurazkia,0,2024-10-26 00:58:57,Inilah idolanya umat islam... 😢
su.mayya7375,0,2024-10-25 21:04:00,Bro fear Allah Hindus don't want you Ask Allah to forgive you
su.mayya7375,0,2024-10-25 21:02:53,Sad
alma_i7869,0,2024-10-25 19:50:33,Allah ke Siwan kisi ke saamne sajda nhi karna h
haya44811,3,2024-10-25 18:00:39,يضحكون يعبدون العاب 😂
abu_rashid2030,0,2024-10-25 17:12:40,Naa ka musalmaan😂😂😂😂
abdulkaderkola,0,2024-10-25 16:58:15,"Only....name....,muslim"
monujdas42,0,2024-10-25 16:54:24,🕉️🕉️🕉️🕉️🕉️🕉️🕉️
dayba_71,0,2024-10-25 16:50:21,🕉️🕉️🙏
hanum5435,0,2024-10-25 15:47:24,Asstaggafirollah
thenews365times,0,2024-10-25 14:54:14,🕉️🕉️🕉️🕉️🕉️🕉️🕉️🔥🔥🔥🔥🙌🙌
saddamkhan78600786,1,2024-10-25 14:36:04,Marne ke bad kahin Ka nahin rahega bhai jo puchenge
tanashka06,0,2024-10-25 12:04:35,Он же мусульман?
pannie_and_pets,0,2024-10-25 09:43:50,Lhaaaa
allabout_gunna_,0,2024-10-25 09:23:27,❤️❤️
_iam_x_abhi,0,2024-10-25 08:04:11,Who is he .... Sekhar radha krishna ???
yasmienyusuf,0,2024-10-25 05:20:24,Astaghfirullah
its__janvi_rajput__,1,2024-10-25 05:10:48,Ye iska dar bishnoi se😂😂😂😂😂
ajmalahsas,0,2024-10-25 04:14:05,هاه غير هو مسلم 🙄
shashi1965,0,2024-10-25 04:02:08,🕉️🕉️
mukesh6388_verma,0,2024-10-25 02:53:05,😍
mamin_el_rey,2,2024-10-24 15:42:36,"You're Muslim, what the hell are tou doing man ,that's Haram , we worship Allah God the only Creator ,I know you respect other religions, but don't involve in their's"
alamkhan4909,0,2024-10-24 10:34:53,🕉️🙏 🔥🔥🔥❤️❤️❤️
sabrina9715,0,2024-10-24 10:15:01,Sharuk Khanna
__itx__saddy__01,0,2024-10-24 09:47:39,😡😡😡😡😡😡😡😡😡😡😡😡😡🔥🔥🔥
rawkho,0,2024-10-24 08:44:18,😡😡😡😡😡😡😡😡😡😡
f2_____a1,0,2024-10-24 07:31:43,Lanat
ernagandrung,0,2024-10-24 04:50:58,why shahrukhan not go to hajj?
rehan._707,0,2024-10-24 03:57:21,Astagfirullah 😡😡😡
narsaiahnarsu,0,2024-10-24 02:54:23,❤️❤️❤️❤️❤️❤️
shayhyo,0,2024-10-23 17:05:39,What ?? 🫨
raj_96085,0,2024-10-23 14:55:57,🙏🙏🙏 सबसे best hiro
ashis_roy073,0,2024-10-23 14:36:37,Khan sahab e thik nehi hai
muazzahlatif,0,2024-10-23 14:18:44,May Allah guide him before die
kill_____2003,0,2024-10-23 14:16:44,Muslims 😂😂😂😂😂😂🙌
mr_shubham_tiwari_199,0,2024-10-20 17:37:35,Iske liya kya bologe batao😂😂😂😂
zz_sumit_patil_92,0,2024-10-20 17:09:57,Jay shree ram 🙏🕉️
nikita7_079,0,2024-10-20 17:09:16,😍😍😍😂😂😂
amjali3481,0,2024-10-20 16:31:26,Astagfirullah
stormstalker,0,2024-10-20 14:40:29,"An immoral man, may he repent"
dharmesugharejiya,0,2024-10-20 14:32:07,Dikhave ke liye kar raha hai😂😂
director_golu_7869,4,2024-10-20 11:22:15,Are bhai hindu dharm mai chal ja kyu muslim hone ki acting kar rha hai dubai credit nhi milegi Isliye
official_rk.0007,0,2024-10-20 09:03:56,❤️❤️❤️❤️❤️❤️
m_a_n_n__x_14_,0,2024-10-20 08:41:04,Bichara dar gaya haii Lawrence vishnoi sai isliye hindu dharm apna liya hai 😂
vinayy_o9x_8872,0,2024-10-20 08:01:22,Converted crying in cornor 😂
rakeshchandrashukla1122,0,2024-10-20 04:50:28,सेक्युलर हिजड़ों का गैंग इसीलिए आगे है
asmaa_eltayeb_,0,2024-10-20 04:48:44,استغفر الله العظيم ولا حول ولا قوة الا بالله .....للاسف مسلم بالاسم فقط
skyaseen849,0,2024-10-20 04:12:13,Salo
mahesh_mangrani,0,2024-10-20 03:11:19,वैष्णो भाई की जय हो
mustaqeem_write,3,2024-10-20 01:27:35,shirq😒
souhail_lwafi,0,2024-10-20 01:04:29,انت مسلم لماذا انت مع عبدة الاصنام
kun_azam,0,2024-10-19 22:36:42,Syirik la bongok
dilruba.begum.357,0,2024-10-19 22:25:43,For fame this one will eat PIG
dilruba.begum.357,0,2024-10-19 22:24:45,Thia is why we hate him.
rizwan_rangrezz_8020,0,2024-10-19 19:11:44,Astaghfirullah srk 😡😡
its_sohail_56,1,2024-10-19 18:33:20,#srk ʀᴇꜱᴩᴇᴄᴛ ᴀʟʟ ʀᴇʟɪɢɪᴏɴꜱ 🔥🙌
ricco_xinha_102,0,2024-10-19 17:15:38,🔥❤️🕉️
sohel__khan.870,4,2024-10-19 16:47:11,Allah hu akbar Allah hidayat de astagfirullah ameen summa ameen
kom7416,0,2024-10-19 16:45:22,Dunia ki Izat or shorat to kami li srk ny but akhirat gawa di..
kom7416,0,2024-10-19 16:44:42,Dunia ki Izat or shorat to kama li akriyat ly duba ye insan.
sanj.aypaswan1075,1,2024-10-19 15:15:26,🕉️👏🕉️ जय श्री राम हिंदू राष्ट्र हिंदुस्तान जिंदाबाद जय हिंद जय भारत माता 🕉️👏🕉️
provat.murmu.58,0,2024-10-19 14:12:28,🙏🙏🙏
naser678,0,2024-10-19 13:51:01,مسلم بس مشرك
zaynabof,0,2024-10-19 12:56:23,If im not mistaken is he really Muslim??!!
m.johntsz,0,2024-10-19 12:48:28,Whn it's to ordinary people with great gods love comes people still will never give that much care
imranbaig455,0,2024-10-19 11:19:23,Marjao chulu bhar pani me DUP kar srk😡
prashant_prajapati_574,0,2024-10-19 10:45:25,🙏🙏🙏🙏🙏
jamshid_hadis,0,2024-10-19 10:26:02,Report Sharukh Khan to Goro Nanak
abdel_azizalrantisi,0,2024-10-19 09:45:02,Na'udzubillah🔥
kushal_singh_93,0,2024-10-19 09:15:29,मुशरिक 😂
rider_baabu,0,2024-10-19 08:48:45,🙏
hitu_ki_aashaa,0,2024-10-19 08:30:03,hakla ko bulake mandir apvitra kar diya gangajal lao re 🕉️😂
bhupinderjogi30,0,2024-10-19 08:24:39,Comments me sb rasgulla maang rhe hai 🙌 bhai yha modak milte hai😍
heba9417,0,2024-10-19 08:24:08,وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير إنت إيه بالظبط
kiru197_,0,2024-10-19 08:16:54,🙏😍
shivamdubey_sanatani,0,2024-10-19 07:59:22,लॉयर बिश्नोई jay shree ram
amaan_syed_6795,0,2024-10-19 07:19:03,Bishnoi mar de sab ko😂😂😂😂😂
quitegirl9009,0,2024-10-19 06:51:33,❤️❤️❤️❤️❤️❤️❤️
anshu4013,0,2024-10-19 05:59:32,🙏🙏🙏🙏
hajar5597hajar,0,2024-10-18 23:59:24,الحمد لله على نعمه الاسلام
x_ashish_chaurasiya,0,2024-10-18 17:50:28,कुछ लोग आते होंगे rasgulla Lene😂😂
rais19953,0,2024-10-18 15:55:51,Dalbayop
nardeen.906,0,2024-10-18 15:10:43,هد المسلمين فالهند فشي شكل غير السمية اللي كاينة واقيلة
haleemx7,0,2024-10-18 15:02:04,SRK is Muslim then why he does this . Respect other religions is good this is what Islam teach us but it’s doesn’t mean do what they are doing 🤷‍♂️
mynameislifeeeee,0,2024-10-18 13:59:52,He doesn't appreciate or respect his own religion 🙄... Allahuakbar Allahuakbar Allahuakbar ☝️🤲☝️☝️☪️☪️🕌🕌
gajanand.dubey.1009,2,2024-10-18 13:55:30,हर हर महादेव प्रतिदिन शाम 6:00 बजे हर हर महादेव
sursuraj2724,0,2024-10-18 12:06:14,Katuwa ka jal gaya hoga
___nawab_anish___,0,2024-10-18 09:53:56,Isko bolta hai muslim dharm k khubsute  ya our kuch log hai jao bus handu karta hai bus
rahul_loughem,0,2024-10-18 08:47:22,Chi chi
aalam___nawaaz_02,0,2024-10-18 05:57:55,Ye munafik log h inka koi dharm nhi h jo dharm me gye unka ho gye ❤️🙌
ashutoshpervesh,0,2024-10-18 05:23:55,Jai shree Ram 🙏
mr__praaz,0,2024-10-18 04:35:29,Kuch logo ki gand jal gai hogi 😂😂
fpurwaningrum,0,2024-10-17 06:54:57,"Surah Al kafirun 
قُلْ يٰٓاَيُّهَا الْكٰفِرُوْنَۙ .1
qul yā ayyuhal-kāfirụn
Artinya: Katakanlah (Muhammad), ""Wahai orang-orang kafir!
لَآ اَعْبُدُ مَا تَعْبُدُوْنَۙ .2
lā a'budu mā ta'budụn
Artinya: aku tidak akan menyembah apa yang kamu sembah
وَلَآ اَنْتُمْ عٰبِدُوْنَ مَآ اَعْبُدُۚ .3
wa lā antum 'ābidụna mā a'bud
Artinya: dan kamu bukan penyembah apa yang aku sembah
وَلَآ اَنَا۠ عَابِدٌ مَّا عَبَدْتُّمْۙ .4
wa lā ana 'ābidum mā 'abattum
Artinya: dan aku tidak pernah menjadi penyembah apa yang kamu sembah وَلَآ اَنْتُمْ عٰبِدُوْنَ مَآ اَعْبُدُۗ .5
wa lā antum 'ābidụna mā a'bud
Artinya: dan kamu tidak pernah (pula) menjadi penyembah apa yang aku sembah.
لَكُمْ دِيْنُكُمْ وَلِيَ دِيْنِ .6
lakum dīnukum wa liya dīn
Artinya: Untukmu agamamu, dan untukku agamaku."
tamangbarnay,0,2024-10-17 06:47:03,Natak hai bhai
atharei_1975,0,2024-10-17 06:46:59,استغفرالله إسلام بالاسم
itz_gouravpatidar,0,2024-10-17 06:37:33,Sab doglapan ha ya Sara
hrssit849,0,2024-10-17 06:00:33,❤️❤️❤️😍🕉️
fortyfive____45,0,2024-10-17 05:26:28,Astagfirullah
jabinkhushi,0,2024-10-17 05:16:27,Astagfirullah
ajaymaharaj13,0,2024-10-17 05:10:29,Ini umar lambi ho gayi samgho ganesh bhagwan ke ashirwad se
karu____x0,0,2024-10-17 04:30:58,🙏
poq.39,0,2024-10-17 04:23:05,يجب احترام الديانات الأخرى لكن لايجب الشرك بالله لأننا مسلمين وربنا واحد لاشريك له له الملك وله الحمد وهو على كل شيء قدير
selinakhan220,0,2024-10-17 04:01:51,😂😂😂
ashok_bishnoi_manju,0,2024-10-17 03:43:34,इसकी तो गणपति बप्पा मोरया ने सुनली नाम ही नही आ रहा है लिस्ट में 😂😂😂😂
mdanishdm,0,2024-10-17 03:25:41,SRK darphok sala
tanzinakhondaker,0,2024-10-17 02:37:47,He has to nerve to say he is Muslim
rajputkaranishena9900,0,2024-10-17 02:36:02,❤️❤️❤️❤️❤️❤️❤️🕉️🕉️🕉️🕉️🕉️🕉️
asoomh2222,0,2024-10-17 01:58:43,ع أساس شاروخ مسلم !! ، م أقول غير الله يهديه
abdullahnusratafifa,0,2024-10-17 01:19:32,Shame on u
_hakiminsr_,0,2024-10-16 23:36:16,Who this guy ?
max____mohsin___07,0,2024-10-16 22:52:58,Toba astagfirullah 😰
allah_is_enough_for_me__,0,2024-10-16 22:43:02,Allah paak hidayat de rab
asma.bayomi,0,2024-10-16 22:34:37,"A Muslim must respect all religions, but it is forbidden for a Muslim to imitate the rituals of other religions. There is no courtesy in religion, and this is a completely inappropriate position."
oumseifznt,0,2024-10-16 20:49:50,🤷‍♀️🤷‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🧏‍♀️🧏‍♀️🧏‍♀️🧏‍♀️🧏‍♀️
itz__ahmed__kahan,0,2024-10-16 18:19:38,Astagfirullah
im_deora1,0,2024-10-16 18:02:57,Srk respect😍
theprince_of_poland,0,2024-10-16 17:45:48,Sacha sanatani 🕉️
khanaahil0906,0,2024-10-16 17:27:44,Astaghfirullah 👎🐷
hanyxgirl,0,2024-10-16 16:14:27,🔥🔥🔥🔥🔥🔥🔥🔥🔥
pinku_kumar172,0,2024-10-16 16:06:15,Abhi yah dekh kar 72 horon ko gand fat jayegi
nn_gg_nn_,0,2024-10-16 15:20:21,Only SRK can have same feelings towards all religions ❤️🙏
axom___ashadul___2.0,0,2024-10-16 13:42:05,Amir admi koi kuch nahin bolega karo .marne ke bat  pata chalekha😂
axom___ashadul___2.0,0,2024-10-16 13:40:50,Ye to srip duniya ke liye king 😂
reshmakhatoon57641,0,2024-10-16 12:25:09,Astagfirullah
rajeshkumar.solanki.520,0,2024-10-16 10:59:55,The biggest exibition prengentation and SC ST BUSINESSMEN award ceremony December 2024 at gandhinagar. Organised by SC ST BUSINESS SUMMIT INDIA Team.
madhusudan99das,0,2024-10-16 10:58:01,Ganpati bappa morya ❤️🙏♥️
arushi_mishra_1685,0,2024-10-16 10:45:05,OMG 😱😱
hasrul__kkc_786,0,2024-10-16 10:35:18,जगह जी लगाने की दुनिया नहीं है 😔😔
monika_rajput_17k,6,2024-10-16 10:31:32,I'm Hindu but I love Islam 💚
ftmhslh367,100,2024-10-16 09:01:33,المسلم هو من يعبد الله وحده لاشريك له
to.yota7335,0,2024-10-15 03:29:26,😭😭😭😭😭😭😭😢😢😢
re.hana8478,0,2024-10-15 02:50:51,🙏🙏🙏👏👏👏❤️❤️🕉️🕉️🕉️
msaad.jamal22,0,2024-10-15 02:09:09,You are a certified Mushrik Murtad Wajib ul Qatal Kafir @iamsrk
_khan_arman_official_,0,2024-10-14 20:23:18,He is just thinking of his fame but he forgot about the day of judgement.
amar_thakur_0909,0,2024-10-14 18:39:20,रसगुल्ला वालों कहा गए तुम्हारा मिया भाई भाई भी हिन्दु है किंग खान अब इसकी मूवी ना देखना इस्लाम मैं वैसे भी हराम है मूवी देखना 🤣🤣🤣😂😂😂
prajapati.dhirendra.3,0,2024-10-14 18:00:20,👏
h.elngar,0,2024-10-14 16:44:37,يامسلم هههههه
mohammedisrael522,0,2024-10-14 16:17:39,Munafiq! Jaisa desh waisa bhesh islam me nahin chalta!  pura muslim ya kafir !
mandir3740,0,2024-10-14 15:46:23,🙏🙏🙏
meershahmeer_1,0,2024-10-14 15:15:37,ye shirk hy ap sab kuch jaty huy b aisa karty ho
meershahmeer_1,0,2024-10-14 15:14:56,Allah in jaisy مسلمانوں ko hidayat dy
sachinmaurya_____,0,2024-10-14 14:00:21,Dua kar rha hai iska mulla salman bach jaye 😂😂
unique__1230,0,2024-10-14 13:49:31,Allah ke siwa koi dusra mabud nhi hai agar koi maanta hai toh O muslim nhi hai (so srk is not muslim he is a non Muslim) so no problem ALLAH hidayat de 💯
sanjayrathore6828,0,2024-10-14 13:43:37,🕉️🕉️🕉️
sanjayrathore6828,0,2024-10-14 13:43:34,😂😂
saifuddinansari160,0,2024-10-14 10:28:42,Tere bhagwan ko bhej mera chusne ke liya
saifuddinansari160,0,2024-10-14 10:27:31,Tera behen ko bhej chusne ke liye😂😂😂😂
nitauralin,0,2024-10-14 09:23:18,Shirk 😌
sabeenrafiq,0,2024-10-14 09:18:10,Shirk
shahidul3059,0,2024-10-14 09:06:41,Duniya ab kyamat ke karib hai🥺🥲
pradeepdas010197,0,2024-10-14 08:06:55,🕉️🕉️
mr_ariyan_sikder1,0,2024-10-14 06:27:46,😂😂😂😂
mrshaikh4877,0,2024-10-14 06:09:46,Badhiya hai ayese hi pujo hindu se mar khao gali suno
hassanchanki,0,2024-10-14 05:13:32,Astgfrrullah
85_ayesha_,0,2024-10-14 05:09:08,Astagfirullah
rkh_muhammad,0,2024-10-13 23:34:40,"Dia hanya menghormati agama lain, tetapi hati nya tetap Ada Allah tidak ada lain🙏"
ritesh_solanki001,0,2024-10-13 20:22:01,👏👏🔥🔥
brahmanandpurohitb_n,0,2024-10-13 19:51:31,यह है सनातन की ताकत
miraj_jutt,0,2024-10-13 19:32:15,Not Muslim
razzaka16,0,2024-10-13 19:27:13,🖐️🖐️🖐️🖐️🖐️🖐️👈
shadika__shezadi,0,2024-10-13 18:59:59,Astagfirullah
